data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7798174,706,SOM28153,28153,"27 March 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Kismayo,-0.3603,42.5463,1,"Halgan Media",National,"27 March. An armed group clashed with the bodyguards of Colonel Mohamed Buule after the former hurled a hand grenade at the Colonel's house.",0,1617662602,SOM
6119882,706,SOM28152,28152,"27 March 2019",2019,1,"Explosions/Remote violence","Air/drone strike","AMISOM: African Union Mission in Somalia (2007-) (Kenya)",,8,"Civilians (Somalia)",,7,78,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,Jaldesa,0.3859,41.6181,1,"Morad News","New media","27 March. An airstrike by Kenyan forces destroys a Hormuud telecom center in Jaldeys village near Afmadow town.",0,1571164633,SOM
6134482,706,SOM28154,28154,"27 March 2019",2019,1,"Explosions/Remote violence",Grenade,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Police Forces of Somalia (2017-)",7,37,"Eastern Africa",Somalia,Bay,"Qansax Dheere",,"Qansax Dheere",2.8712,43.0043,1,"Undisclosed Source","Local partner-Other","27 March. A Southwest police officer, who was walking to his house was killed by a hand grenade in Qansaxdhere.",1,1571260125,SOM
7527680,706,SOM28144,28144,"26 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,Twitter,"New media","26 March. At least four people were killed due to an explosion in Mogadishu.",4,1618571907,SOM
7530142,706,SOM28142,28142,"26 March 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Karan",2.0652,45.39,1,"Undisclosed Source","Local partner-Other","26 March. Al Shabaab militants shot and killed a senior Somali national army officer and a civilian bystander in Kaaran district.",2,1618571907,SOM
5105607,706,SOM28143,28143,"26 March 2019",2019,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Eastern Africa",Somalia,Bay,Diinsoor,,Yaaq-Baraway,1.5697,43.1177,1,RiskMap,Other,"26 March. Al Shabaab militants executed five men in public by firing squad in Yaq Barawe accused of spying.",5,1554141488,SOM
6134484,706,SOM28145,28145,"26 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Military Forces",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,Luuqjelow,4.5658,45.2247,1,"Undisclosed Source","Local partner-Other","26 March. Casualties reported when unidentified war planes conducted airstrikes at Al Shabaab position in Luuq Jeelow.",0,1571260125,SOM
6134485,706,SOM28146,28146,"26 March 2019",2019,1,"Strategic developments","Looting/property destruction","Al Shabaab",,2,"Civilians (Somalia)","Military Forces of Somalia (2017-)",7,27,"Eastern Africa",Somalia,Bakool,Xudur,,"Moro Gabey",4.1901,43.6434,2,"Undisclosed Source","Local partner-Other","26 March. Al Shabaab militants burnt down a house of a soldier of the Somali military forces near Moorgaabey village and stole dozens of livestock from the residence of the soldier.",0,1571260125,SOM
6134486,706,SOM28149,28149,"26 March 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Golweyn,1.6584,44.58,2,"Undisclosed Source","Local partner-Other","26 March. Suspected Al Shabaab militants launched an attack on Somali military forces located near Golweyn village (c. 22 km north west of Merka district).",0,1571260125,SOM
6134487,706,SOM28150,28150,"26 March 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Jambaluul,2.1833,45.1528,1,"Undisclosed Source","Local partner-Other","26 March. Somali military forces killed a senior Al Shabaab officer in Jambaluul.",1,1571260125,SOM
6134488,706,SOM28151,28151,"26 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Buurane,2.9647,45.5124,2,"Undisclosed Source","Local partner-Other","26 March. An IED exploded near Buurane close to the AMISOM base. There were damages to properties.",0,1571260125,SOM
7530986,706,SOM28148,28148,"26 March 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Wardhigley",2.0549,45.33,1,"Undisclosed Source","Local partner-Other","26 March. Due to argument over current crisis of salary non-payment, one of state house soldiers shot and severely injured his commander at Villa Somalia vicinity in Wardhigley district.",0,1618571907,SOM
7532275,706,SOM28147,28147,"26 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Hodan,,"Mogadishu - Hodan",2.0333,45.35,1,"Undisclosed Source","Local partner-Other","26 March. A UVIED explosion occurred in Hodan district, which was attached to a private Toyota type vehicle owned by an unidentified person. Fatalities and injuries were reported (unknown fatalities coded at low estimate of 3).",3,1611019348,SOM
6119885,706,SOM28138,28138,"25 March 2019",2019,1,"Strategic developments","Non-violent transfer of territory","Al Shabaab",,2,"Military Forces of Somalia (2017-) National Intelligence and Security Agency",,1,12,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Balad,2.35,45.3833,2,"Morad News","New media","25 March. Al Shabaab militants seized farming villages near Bal'ad town after the withdrawal of Somalia military forces from the area over months of missed pay.",0,1571164633,SOM
6134493,706,SOM28141,28141,"25 March 2019",2019,1,"Strategic developments","Disrupted weapons use","Military Forces of Somalia (2017-) Jubaland Security Force","Military Forces of Somalia (2017-)",1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Bar-Sanguun,-0.4876,42.1839,2,"Undisclosed Source","Local partner-Other","25 March. Jubaland military and Somali national army have defused an IED that was planted near Bar-Sanguni during a joint security operation against suspected Al Shabaab location.",0,1571260125,SOM
7527653,706,SOM28139,28139,"25 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,Twitter,"New media","25 March. A landmine hit a car owned by Simad University. The driver was confirmed dead & security guard is injured.",1,1618571907,SOM
7527673,706,SOM28140,28140,"25 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Hodan,,"Mogadishu - Hodan",2.0333,45.35,1,Twitter,"New media","25 March. One person died and three others were injured after a blast targeted a car in Hodan neighborhood near Albaraka.",1,1611019334,SOM
6134496,706,SOM28136,28136,"24 March 2019",2019,1,"Strategic developments","Non-violent transfer of territory","Al Shabaab",,2,,,0,20,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Xawaadleey,2.5826,45.4894,1,"Undisclosed Source","Local partner-Other","24 March. Al Shabaab militants took control of Hawaadley village (c. 34 km south of JAF). Unclear if clashes, nocasualties mentioned.",0,1571260125,SOM
6134497,706,SOM28137,28137,"24 March 2019",2019,1,"Violence against civilians",Attack,"Military Forces of Somalia (2017-)",,1,"Civilians (Somalia)",,7,17,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Afgooye,2.15,45.116,1,"Undisclosed Source","Local partner-Other","24 March. A Somali military soldier injured a civilian minibus driver and a passenger in Afgoye district.",0,1571260125,SOM
7522854,706,SOM28123,28123,"23 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hawl Wadaag",2.048,45.32,1,Goobjoob,National,"23 March. A blast hit Hawl Wadag district but the casualties are unknown.",0,1618571906,SOM
7522860,706,SOM28122,28122,"23 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,Goobjoob,National,"23 March. A blast in Ex-Control Afgooye killed seven people.",7,1618571906,SOM
7522864,706,SOM28124,28124,"23 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Daynile",2.0581,45.3003,1,Goobjoob,National,"23 March. In Warshadaha street in Daynile district two people were killed in a blast.",2,1618571906,SOM
7530601,706,SOM28133,28133,"23 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-) National Intelligence and Security Agency",,1,13,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Mogadishu - Dharkenley",2.0095,45.25,1,"Undisclosed Source","Local partner-Other","23 March. Al Shabaab damaged a Government soldiers' vehicle by RCIED in Dharkenley district. Dead and injured reported (unknown fatalities coded at low estimate of 3).",3,1618571907,SOM
7530350,706,SOM28135,28135,"23 March 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Police Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hawl Wadaag",2.048,45.32,1,"Undisclosed Source","Local partner-Other","23 March. Gunfire exchange occurred after police were targeted by a hand grenade near Howlwadag junction road area in Howlwadag district.",0,1618571907,SOM
7519367,706,SOM28121,28121,"23 March 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)","Police Forces of Somalia (2017-)",1,12,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,AFP,International,"23 March. AS set off explosions and stormed government ministries in Mogadishu, police and the military fought back AS and rescued people. 10 killed.",10,1618571906,SOM
6134500,706,SOM28134,28134,"23 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Police Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Bay,Baydhaba,,Baidoa,3.1172,43.6469,1,"Undisclosed Source","Local partner-Other","23 March. A RCIED placed in a restaurant targeting police forces detonated in Baidoa. No casualties.",0,1571260125,SOM
7531184,706,SOM28129,28129,"22 March 2019",2019,1,Battles,"Armed clash","Police Forces of Somalia (2017-)","Hawiye Clan Militia (Somalia)",1,"Military Forces of Somalia (2017-)","Habar Gedir Clan Militia (Somalia)",1,11,"Eastern Africa",Somalia,Banadir,Hodan,,"Mogadishu - Hodan",2.0333,45.35,1,"Undisclosed Source","Local partner-Other","22 March. SNAF and Police clashed in Hodan District divided along clan lines namely Hawiye and Habargidir sub clans over land. Dead and injured (unknown fatalities coded as 10).",10,1611019345,SOM
7531185,706,SOM28130,28130,"22 March 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Police Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Banadir,Hodan,,"Mogadishu - Hodan",2.0333,45.35,1,"Undisclosed Source","Local partner-Other","22 March. A hand grenade was hurled at police in Hodan District. Soldiers reacted with gunfire towards the suspected direction of the attack.",0,1611019345,SOM
7531194,706,SOM28131,28131,"22 March 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-) National Intelligence and Security Agency",,1,11,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Waaberi",2.0195,45.31,1,"Undisclosed Source","Local partner-Other","22 March. Somali military shot and killed a NISA soldier in Waberi district. Motive unknown.",1,1618571907,SOM
7533757,706,SOM28119,28119,"22 March 2019",2019,1,"Violence against civilians",Attack,"Military Forces of Somalia (2017-)",,1,"Civilians (Somalia)","Government of Somalia (2017-)",7,17,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,"Universal TV (Somalia)",National,"22 March. A government soldier killed a civilian government worker in Mogadishu.",1,1618571906,SOM
6134503,706,SOM28126,28126,"22 March 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-) (Djibouti)",,8,28,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Lafoole,2.0833,45.1667,1,"Undisclosed Source","Local partner-Other","22 March. AMISOM Djiboutian forces clashed with Al Shabaab at Ceel Lafole vicinity. Al Shabaab retreated from the area, two of its militants were injured.",0,1571260125,SOM
6134504,706,SOM28127,28127,"22 March 2019",2019,1,Battles,"Armed clash","Police Forces of Somalia (2017-)",,1,"Private Security Forces (Somalia)",,8,18,"Eastern Africa",Somalia,Bay,"Buur Hakaba",,"Buur Xakaba",2.8049,44.0821,1,"Undisclosed Source","Local partner-Other","22 March. South West Special Police Force fought with security guards of the district finance officer in Buurhakaba town.",0,1571260125,SOM
6134505,706,SOM28128,28128,"22 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Police Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Bay,"Qansax Dheere",,"Qansax Dheere",2.8712,43.0043,1,"Undisclosed Source","Local partner-Other","22 March. An RCIED exploded at Southwest police's checkpoint in Qansax-Dheere town. Dead and injured (unknown fatalities coded as 10).",10,1571260125,SOM
6134506,706,SOM28132,28132,"22 March 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Unidentified Military Forces",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,"Middle Juba",Bu'aale,,Buaale,1.2448,42.5732,1,"Undisclosed Source","Local partner-Other","22 March. An unknown war plane conducted an airstrike targeting suspected Al Shabaab positions at the outskirts of Bu'ale town.",0,1571260125,SOM
5022455,706,SOM28120,28120,"22 March 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Marka,1.7131,44.7639,1,"Radio Dalsan",National,"22 March. Disagreement over measures to be taken against captured AS fighters led to clashes between two groups of government soldiers in Marka; two soldiers died.",2,1553544835,SOM
7529001,706,SOM28117,28117,"21 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Labour Group (Somalia)",7,37,"Eastern Africa",Somalia,Banadir,Hodan,,"Mogadishu - Hodan",2.0333,45.35,1,"Undisclosed Source","Local partner-Other","21 March. A UVIED exploded in Hodan district killing a private contractor, who owned the car.",1,1611019338,SOM
7519019,706,SOM28125,28125,"21 March 2019",2019,2,"Strategic developments",Arrests,"Military Forces of Somalia (2017-)","AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)",1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,"Goobjoob; Twitter","New media-National","21 March. Somali military forces and AMISOM Ethiopian forces captured many suspected Al Shabaab militants in Mogadishu. Hundreds more were arrested on March 25 in Mogadishu.",0,1618571907,SOM
7532080,706,SOM28116,28116,"21 March 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"Police Forces of Somalia (2017-)",,1,13,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Wardhigley",2.0549,45.33,1,"Undisclosed Source","Local partner-Other","21 March. Police clashed with an armed group that opened fire on a checkpoint in Wardhigley district. One person was killed.",1,1618571906,SOM
5103255,706,SOM28118,28118,"21 March 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,Dhobley,0.4063,41.0124,1,Kismaayo,National,"21 March. A Somali government soldier shot dead a female colleague in the border town of Dhobley in Lower Jubba. Motive unknown.",1,1554141485,SOM
7527633,706,SOM28114,28114,"21 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Government of Somalia (2017-)",7,37,"Eastern Africa",Somalia,Banadir,Banadir,,Mogadishu,2.0414,45.3337,1,Twitter,"New media","21 March. An IED explosion in Mogadishu killed a Somali engineer. The device was fitted to the vehicle.",1,1618571906,SOM
5022450,706,SOM28115,28115,"21 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Military Forces of Kenya (2013-)",,8,38,"Eastern Africa",Somalia,Gedo,"Ceel Waaq",,"El Wak",2.7352,41.0177,1,"Radio Dalsan",National,"21 March. At least five Kenyan Defense Forces soldiers were killed in a roadside bomb in Elwak, Somalia.",5,1553544835,SOM
7533377,706,SOM28109,28109,"20 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Hodan,,"Mogadishu - Hodan",2.0333,45.35,1,"Undisclosed Source","Local partner-Other","20 March. A UVIED attached to a private vehicle owned by an unidentified person exploded in Hodan district. No casualties reported.",0,1611019352,SOM
7528529,706,SOM28110,28110,"20 March 2019",2019,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Government of Somalia (2017-)",7,27,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hawl Wadaag",2.048,45.32,1,"Undisclosed Source","Local partner-Other","20 March. Two suspected AS elements shot and killed a civil servant in Howlwadag district.",1,1618571905,SOM
7533418,706,SOM28108,28108,"20 March 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Banadir,Hodan,,"Mogadishu - Hodan",2.0333,45.35,1,"Undisclosed Source","Local partner-Other","20 March. Suspected AS fighters attacked government forces in Hodan resulting in an exchange of fire between the two sides.",0,1611019352,SOM
7527790,706,SOM28111,28111,"20 March 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Bondhere",2.0456,45.34,1,"Undisclosed Source","Local partner-Other","20 March. A suspected AS fighters shot and killed a government soldier and khat dealer at in Boondheere District.",1,1618571906,SOM
6134514,706,SOM28107,28107,"20 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2017-)","Military Forces of Kenya (2013-)",1,13,"Eastern Africa",Somalia,Gedo,"Ceel Waaq",,Budada,2.7935,41.084,1,"Undisclosed Source","Local partner-Other","20 March. A RCIED targeted SNA soldiers on Kenyan forces' convoy. Five soldiers were injured.",0,1571260125,SOM
6134515,706,SOM28112,28112,"20 March 2019",2019,1,Battles,"Armed clash","Unidentified Armed Group (Somalia)",,3,"AMISOM: African Union Mission in Somalia (2007-)",,8,38,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Balcad,2.39,45.3833,1,"Undisclosed Source","Local partner-Other","20 March. AMISOM forces opened fire after RCIED targeted their convoy in Balcad district.",0,1571260125,SOM
6134516,706,SOM28113,28113,"20 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"AMISOM: African Union Mission in Somalia (2007-)",,8,38,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Gololey,2.4492,45.3542,1,"Undisclosed Source","Local partner-Other","20 March. An IED targeting AMISOM troops exploded at Gololey. There were no casualties.",0,1571260125,SOM
7530352,706,SOM28100,28100,"19 March 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Police Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hawl Wadaag",2.048,45.32,1,"Undisclosed Source","Local partner-Other","19 March. Following an argument over an unknown issue a soldier of the SNA shot and injured a police officer in Hawl wadag.",0,1618571905,SOM
5022440,706,SOM28105,28105,"19 March 2019",2019,1,"Strategic developments","Non-violent transfer of territory","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-) (Kenya)",,8,28,"Eastern Africa",Somalia,Gedo,"Ceel Waaq",,Busaar,2.6778,41.3254,1,RiskMap,Other,"19 March. Following the pull out of Kenyan forces, Al Shabaab captured Busar in Gedo without battle.",0,1553544835,SOM
5022441,706,SOM28106,28106,"19 March 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Balad,2.35,45.3833,1,RiskMap,Other,"19 March. AS forces conducted a hit and run attack on government forces but retreated from Balad at the end.",0,1553544835,SOM
6134522,706,SOM28101,28101,"19 March 2019",2019,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,Mudug,Gaalkacyo,,Gaalkacyo,6.7697,47.4308,1,"Undisclosed Source","Local partner-Other","19 March. One soldier was shot and killed in Garsoor village, North Galkacyo, due to suspected internal dispute.",1,1571260125,SOM
6134523,706,SOM28102,28102,"19 March 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Gedo,Garbahaarey,,Buurdhuubo,3.1685,42.4947,1,"Undisclosed Source","Local partner-Other","19 March. AS attacked SNA forces in Buirdhuubo. No casualties were reported and AS forces retreated.",0,1571260125,SOM
6134524,706,SOM28103,28103,"19 March 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,Banyaaley,4.9793,45.8086,1,"Undisclosed Source","Local partner-Other","19 March. AS and SNA forces exchanged fires after AS fighters launched an attack on their Defensive Base in Bangalay village vicinity. AS said it killed two soldiers.",2,1571260125,SOM
6134525,706,SOM28104,28104,"19 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"AMISOM: African Union Mission in Somalia (2007-)",,8,28,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Golweyn,1.6584,44.58,2,"Undisclosed Source","Local partner-Other","19 March. A RCIED reportedly planted on the roadside near Golweyne town by AS injured AMISOM soldiers.",0,1571260125,SOM
6134529,706,SOM28097,28097,"18 March 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)","AMISOM: African Union Mission in Somalia (2007-)",1,12,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Balcad,2.39,45.3833,1,"Undisclosed Source","Local partner-Other","18 March. AS militants carried out an attack against AMISOM & SNA defensive bases in Balcad District. One soldier was killed.",1,1571260125,SOM
6134530,706,SOM28098,28098,"18 March 2019",2019,1,Battles,"Armed clash","Hargeysa Communal Militia (Somalia)",,4,"Hargeysa Communal Militia (Somalia)",,4,44,"Eastern Africa",Somalia,"Woqooyi Galbeed",Hargeysa,,Hargeysa,9.5598,44.0668,1,"Undisclosed Source","Local partner-Other","18 March. Two armed youth groups clashed in Hargeisa over territorial control. The leaders of the groups were arrested.",0,1571260125,SOM
6134531,706,SOM28099,28099,"18 March 2019",2019,1,"Strategic developments",Agreement,"Dhulbahante-Barkad Sub-Clan Militia (Somalia)",,4,"Dhulbahante-Ali Geri Sub-Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,Togdheer,Buuhoodle,,Buuhoodle,8.2516,46.3157,1,"Undisclosed Source","Local partner-Other","18 March. Ali Gari and Mohamed Barked Dhulbahante sub-clans signed peace deal in Buhoodle.",0,1571260125,SOM
7712826,706,SOM28095,28095,"18 March 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2017-2021)",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Cabdow Dibile",2.0864,45.0711,1,"Morad News","New media","18 March. US drone strike targets a vehicle carrying Somali civilians at Adow Dibile village near Afgoye town. Al Shabaab claims civilian losses (low estimate coded as 3).",3,1614039930,SOM
7532282,706,SOM28096,28096,"18 March 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Government of Somalia (2017-); Women (Somalia)",7,37,"Eastern Africa",Somalia,Banadir,Hodan,,"Mogadishu - Hodan",2.0333,45.35,1,"Undisclosed Source","Local partner-Other","18 March. UVIED attached to the private vehicle of a female government staff member exploded in Hodan District. No casulty occurred and no group claimed responsibility.",0,1611019348,SOM
6134539,706,SOM28080,28080,"17 March 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,Bakool,Xudur,,Oddur,4.1213,43.8895,1,"Undisclosed Source","Local partner-Other","17 March. AS fighters attacked Somali military forces in Xhudur. Three AS fighters were reported dead in the clash.",3,1571260125,SOM
6134540,706,SOM28086,28086,"17 March 2019",2019,1,Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2017-)",,1,12,"Eastern Africa",Somalia,"Lower Shabelle","Wanla Weyn",,"Wanla Weyne",2.6195,44.8936,1,"Undisclosed Source","Local partner-Other","17 March. An AS District Commissioner was killed in an operation carried out by Somali forces in Wanlaweyn district.",1,1571260125,SOM
6134541,706,SOM28087,28087,"17 March 2019",2019,1,"Strategic developments","Looting/property destruction","Al Shabaab",,2,"Civilians (Somalia)","Labour Group (Somalia)",7,27,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Awdheegle,1.9833,44.8333,1,"Undisclosed Source","Local partner-Other","17 March. Al Shabab militants arrested two drivers before setting their minibus on fire as they were transporting charcoal in Awdheegle District neighborhood. The group had previously banned the charcoal business in their areas.",0,1571260125,SOM
6134542,706,SOM28088,28088,"17 March 2019",2019,1,"Violence against civilians",Attack,"Issa Muse Clan Militia (Somalia)",,4,"Civilians (Somalia)","Reer-Cadaawe Sub-Clan (Somalia)",7,47,"Eastern Africa",Somalia,"Woqooyi Galbeed",Hargeysa,,"Xumba Wayne",9.8109,44.2751,1,"Undisclosed Source","Local partner-Other","17 March. Esse Muse/Reer Mohamud sub clan militia shot and injured a man from Esse Musel /Reer Cadaawe sub clan in Xumbawayne village over a farmland dispute.",0,1571260125,SOM
6134543,706,SOM28089,28089,"17 March 2019",2019,1,"Violence against civilians",Attack,"Docol Communal Militia (Somalia)",,4,"Civilians (Somalia)","Unidentified Clan Group (Somalia)",7,47,"Eastern Africa",Somalia,Mudug,Gaalkacyo,,Docol,6.4323,47.4893,1,"Undisclosed Source","Local partner-Other","17 March. Unknown gunmen killed a man over clan revange at Docal village.",1,1571260125,SOM
6134544,706,SOM28090,28090,"17 March 2019",2019,1,Battles,"Armed clash","Dir Clan Militia (Somalia)",,4,"Xeraale Communal Militia (Somalia)",,4,44,"Eastern Africa",Somalia,Galgaduud,Cabudwaaq,,Xeraale,6.0386,46.4286,1,"Undisclosed Source","Local partner-Other","17 March. Dir clan carried raided Xeraale village but were repelled by locals.",0,1571260125,SOM
